# Pu241 antineutrino spectrum
# Fallot, published in 1208.3877
# 1.5 days
# bin center [MeV], dN/MeV/fission
0.05   0.309532
0.15   0.785487
0.25   1.14909
0.35   1.73031
0.45   2.13051
0.55   2.26122
0.65   2.29021
0.75   2.26137
0.85   2.26947
0.95   2.20064
1.05   2.04489
1.15   1.89543
1.25   1.71966
1.35   1.63302
1.45   1.59031
1.55   1.54875
1.65   1.48347
1.75   1.41148
1.85   1.32629
1.95   1.24142
2.05   1.16676
2.15   1.07989
2.25   1.00015
2.35   0.925129
2.45   0.861089
2.55   0.806687
2.65   0.741408
2.75   0.694839
2.85   0.644522
2.95   0.600154
3.05   0.562571
3.15   0.528649
3.25   0.489997
3.35   0.454488
3.45   0.418981
3.55   0.385613
3.65   0.356036
3.75   0.331202
3.85   0.3073
3.95   0.282596
4.05   0.255536
4.15   0.233702
4.25   0.211313
4.35   0.19369
4.45   0.176054
4.55   0.158728
4.65   0.142247
4.75   0.1287
4.85   0.117292
4.95   0.105952
5.05   0.0962855
5.15   0.0866072
5.25   0.0771619
5.35   0.0676617
5.45   0.0601335
5.55   0.0530187
5.65   0.0470815
5.75   0.0417544
5.85   0.0370014
5.95   0.0316082
6.05   0.0275081
6.15   0.0247068
6.25   0.0217499
6.35   0.0197823
6.45   0.0179592
6.55   0.0161462
6.65   0.0143846
6.75   0.0126033
6.85   0.0111856
6.95   0.00955134
7.05   0.00825197
7.15   0.00672172
7.25   0.00584581
7.35   0.00476445
7.45   0.00383317
7.55   0.00312799
7.65   0.00268083
7.75   0.00219389
7.85   0.00176974
7.95   0.00140438
8.05   0.00101598
8.15   0.000611889
8.25   0.000493289
8.35   0.000271996
8.45   0.000231981
8.55   0.000157243
8.65   0.000137808
8.75   0.000120305
8.85   0.000105503
8.95   8.27735e-05
9.05   7.16145e-05
9.15   6.24653e-05
9.25   5.41781e-05
9.35   4.72584e-05
9.45   4.0666e-05
9.55   3.20974e-05
9.65   2.7424e-05
9.75   2.26189e-05
9.85   1.75181e-05
9.95   1.21714e-05
10.05   1.09596e-05
10.15   9.66579e-06
10.25   8.60972e-06
10.35   7.91364e-06
10.45   7.23646e-06
10.55   6.58771e-06
10.65   5.96353e-06
10.75   5.35264e-06
10.85   4.77019e-06
10.95   4.21321e-06
11.05   3.69171e-06
11.15   3.18682e-06
11.25   2.72982e-06
11.35   2.29746e-06
11.45   1.81991e-06
11.55   1.45708e-06
11.65   1.14015e-06
11.75   5.48258e-07
11.85   4.421e-07
11.95   3.56447e-07
12.05   2.75994e-07
12.15   1.69178e-07
12.25   3.95885e-08
12.35   2.01222e-08
12.45   9.90511e-09
12.55   9.43499e-09
12.65   8.96491e-09
12.75   8.49941e-09
12.85   8.03493e-09
12.95   7.57208e-09
13.05   7.1229e-09
13.15   6.67898e-09
13.25   6.23504e-09
13.35   5.78406e-09
13.45   5.38037e-09
13.55   4.98039e-09
13.65   4.59152e-09
13.75   4.21032e-09
13.85   3.83145e-09
13.95   3.47216e-09
14.05   3.12257e-09
14.15   2.78369e-09
14.25   2.45922e-09
14.35   2.14706e-09
14.45   1.84146e-09
14.55   1.5497e-09
14.65   1.29812e-09
14.75   1.06264e-09
14.85   8.4435e-10
14.95   6.43161e-10
15.05   3.56503e-10
15.15   3.24313e-12
15.25   2.89558e-12
15.35   2.56183e-12
15.45   2.24278e-12
15.55   1.93934e-12
15.65   1.64836e-12
15.75   1.38129e-12
15.85   1.13225e-12
15.95   9.02057e-13
16.05   6.90517e-13
16.15   4.97484e-13
16.25   2.70245e-13
16.35   3.16645e-22
16.45   2.98103e-22
16.55   2.79845e-22
16.65   2.61895e-22
16.75   2.44281e-22
16.85   2.26965e-22
16.95   2.09999e-22
17.05   1.93661e-22
17.15   1.77748e-22
17.25   1.62286e-22
17.35   1.47305e-22
17.45   1.32832e-22
17.55   1.18899e-22
17.65   1.05533e-22
17.75   9.27648e-23
17.85   8.06249e-23
17.95   6.91437e-23
18.05   5.83519e-23
18.15   4.82796e-23
18.25   3.89552e-23
18.35   3.04025e-23
18.45   2.26315e-23
18.55   1.55763e-23
18.65   0
18.75   0
18.85   0
18.95   0
19.05   0
19.15   0
19.25   0
19.35   0
19.45   0
19.55   0
19.65   0
19.75   0
19.85   0

